area,building,direction,elevator,floor,garden,heating,_id,layout,region,renovation,stairway,structure,totalPrice,type,unitPrice,usage,year
74.29,板塔结合,南,有,低楼层 (共26层),高陵,自供暖,101117555017,2室1厅1厨1卫,高陵,精装,两梯五户,钢混结构,74.0,平层,9961.0,普通住宅,未满两年
57.37,板塔结合,北,有,高楼层 (共27层),经开南,集中供暖,101117555145,1室1厅1厨1卫,未央,精装,两梯六户,框架结构,89.0,平层,15514.0,普通住宅,满五年
87.35,板塔结合,南 北,有,低楼层 (共27层),城西,集中供暖,101117555146,2室2厅1厨1卫,莲湖,简装,两梯六户,钢混结构,125.0,平层,14311.0,普通住宅,满五年
77.6,板楼,南 北,,低楼层 (共6层),高陵,集中供暖,101117555404,2室1厅1厨1卫,高陵,其他,一梯两户,砖混结构,60.0,平层,7732.0,普通住宅,满两年
76.0,板塔结合,西南,有,高楼层 (共18层),城东,集中供暖,101117555450,2室1厅1厨1卫,新城区,简装,两梯八户,框架结构,81.0,平层,10658.0,普通住宅,满两年
130.81,板楼,南,有,高楼层 (共28层),长安,集中供暖,101117555513,3室2厅1厨2卫,长安,其他,两梯七户,框架结构,196.0,复式,14984.0,普通住宅,满五年
89.22,板楼,南 北,有,中楼层 (共32层),长安,集中供暖,101117555738,3室1厅1厨3卫,长安,精装,一梯两户,钢混结构,212.0,平层,23762.0,普通住宅,满两年
127.28,板楼,南 北,有,低楼层 (共25层),城西,集中供暖,101117555790,3室2厅1厨2卫,未央,精装,两梯三户,钢混结构,200.0,平层,15714.0,普通住宅,满两年
76.12,板塔结合,南 北,有,中楼层 (共26层),紫薇田园都市,集中供暖,101117555815,2室1厅1厨1卫,长安,简装,两梯四户,钢混结构,136.0,平层,17867.0,普通住宅,未满两年
49.91,板塔结合,南,有,低楼层 (共29层),城北,集中供暖,101117556002,1室0厅0厨1卫,莲湖,毛坯,七梯三十户,钢混结构,45.0,平层,9017.0,商住两用,未满两年
195.15,,南 北,,高楼层 (共25层),西咸,,101117556016,4室2厅1厨3卫,西咸新区（西安）,其他,一梯两户,未知结构,310.0,平层,15886.0,普通住宅,满两年
107.24,板塔结合,南 北,有,高楼层 (共18层),经开北,集中供暖,101117556162,3室2厅1厨2卫,未央,简装,一梯五户,钢混结构,168.0,平层,15666.0,普通住宅,满两年
98.3,板塔结合,东南,有,高楼层 (共31层),高新六路,集中供暖,101117556171,2室2厅1厨1卫,雁塔,精装,两梯四户,钢混结构,278.0,平层,28281.0,普通住宅,满两年
97.03,板塔结合,南 北,有,低楼层 (共25层),雁鸣湖,集中供暖,101117556254,3室2厅1厨1卫,雁塔,精装,两梯四户,钢混结构,182.0,平层,18758.0,普通住宅,满两年
129.28,板楼,南 北,无,低楼层 (共7层),经开南,集中供暖,101117556282,3室2厅1厨2卫,未央,其他,一梯两户,混合结构,146.0,错层,11294.0,普通住宅,未满两年
98.18,板塔结合,南,有,高楼层 (共32层),曲江,集中供暖,101117552933,3室1厅1厨1卫,雁塔,其他,两梯四户,钢混结构,207.0,平层,21084.0,普通住宅,未满两年
54.5,板楼,南,,高楼层 (共6层),长安,自供暖,101117552979,2室1厅1厨1卫,长安,其他,一梯三户,钢结构,50.0,平层,9175.0,普通住宅,满五年
78.43,板塔结合,西南,有,高楼层 (共32层),城北,自供暖,101117553045,2室1厅1厨1卫,新城区,简装,三梯十户,钢混结构,91.0,平层,11603.0,普通住宅,满两年
138.24,板塔结合,南 北,有,低楼层 (共9层),高新一中,集中供暖,101117553051,3室2厅1厨2卫,雁塔,精装,两梯三户,钢混结构,430.0,平层,31106.0,普通住宅,满五年
79.73,板塔结合,南,有,高楼层 (共34层),雁鸣湖,集中供暖,101117553163,3室2厅1厨1卫,灞桥,精装,两梯四户,钢混结构,130.0,平层,16306.0,普通住宅,未满两年
110.0,板塔结合,南 北,,中楼层 (共33层),西咸,集中供暖,101117553272,3室2厅1厨2卫,高陵,其他,一梯四户,钢混结构,110.0,平层,10000.0,普通住宅,满两年
86.14,板楼,南,有,中楼层 (共33层),曲江,集中供暖,101117553339,2室2厅1厨1卫,雁塔,精装,两梯四户,钢混结构,157.0,平层,18227.0,普通住宅,未满两年
59.53,板楼,南,无,中楼层 (共7层),城东,集中供暖,101117553433,2室1厅1厨1卫,新城区,其他,一梯三户,混合结构,50.0,平层,8400.0,普通住宅,满五年
55.56,板塔结合,南,有,低楼层 (共33层),纺织城,集中供暖,101117553463,1室1厅1厨1卫,灞桥,其他,两梯五户,钢混结构,83.0,平层,14939.0,普通住宅,满五年
134.96,板楼,南 北,有,低楼层 (共12层),城西,自供暖,101117553483,3室2厅1厨2卫,未央,精装,一梯五户,框架结构,125.0,平层,9263.0,普通住宅,满两年
132.06,板楼,南 北,有,低楼层 (共20层),紫薇田园都市,集中供暖,101117553508,3室1厅1厨2卫,长安,其他,两梯四户,钢混结构,230.0,平层,17417.0,普通住宅,未满两年
44.93,板楼,西,有,高楼层 (共26层),城南,自供暖,101117553553,1室1厅1厨1卫,雁塔,其他,三梯十四户,框架结构,51.5,平层,11463.0,普通住宅,满两年
86.22,板塔结合,南,有,高楼层 (共26层),高陵,自供暖,101117553607,2室1厅1厨1卫,高陵,简装,两梯六户,钢混结构,75.0,平层,8699.0,普通住宅,满两年
134.79,塔楼,南,有,中楼层 (共22层),城南,自供暖,101117553913,3室2厅1厨1卫,雁塔,其他,两梯八户,钢混结构,134.0,平层,9942.0,普通住宅,满五年
104.68,塔楼,西南,有,中楼层 (共22层),城南,自供暖,101117553939,2室2厅1厨1卫,雁塔,其他,两梯八户,钢混结构,103.0,平层,9840.0,普通住宅,满五年
79.74,板塔结合,东南,有,高楼层 (共33层),城西,集中供暖,101117554092,2室1厅1厨1卫,莲湖,精装,两梯五户,钢混结构,135.0,,16931.0,普通住宅,满两年
97.1,板塔结合,南 北,有,高楼层 (共27层),南稍门,集中供暖,101117550601,3室2厅1厨1卫,碑林,精装,两梯四户,钢混结构,182.0,平层,18744.0,普通住宅,满五年
62.19,板塔结合,南,无,中楼层 (共7层),城西,自供暖,101117550742,2室1厅1厨1卫,莲湖,精装,一梯四户,混合结构,63.0,平层,10131.0,普通住宅,满五年
93.86,板楼,南 北,无,中楼层 (共6层),经开南,集中供暖,101117550811,2室2厅1厨1卫,未央,其他,一梯两户,砖混结构,120.0,平层,12785.0,普通住宅,满两年
92.53,板塔结合,南,有,中楼层 (共30层),城西,集中供暖,101117550928,3室1厅1厨1卫,未央,其他,两梯六户,钢混结构,196.0,平层,21183.0,普通住宅,满两年
49.98,塔楼,北,有,高楼层 (共13层),国际港务区,集中供暖,101117551008,2室1厅1厨1卫,未央,精装,四梯十五户,钢混结构,67.0,复式,13406.0,普通住宅,未满两年
28.45,,南,,地下室 (共33层),经开北,,101117551036,,未央,,,,18.0,,6327.0,车库,未满两年
92.26,板楼,西南,有,低楼层 (共24层),矿山路,集中供暖,101117551052,2室1厅1厨1卫,新城区,其他,两梯七户,钢混结构,102.0,平层,11056.0,普通住宅,满五年
166.24,板塔结合,南 北,有,低楼层 (共24层),高新六路,集中供暖,101117551227,4室2厅1厨2卫,雁塔,精装,三梯六户,钢混结构,340.0,平层,20453.0,普通住宅,未满两年
109.45,板楼,东南,有,中楼层 (共10层),曲江,集中供暖,101117551272,2室2厅1厨1卫,雁塔,其他,一梯十四户,钢混结构,121.0,平层,11056.0,普通住宅,满五年
29.5,,南,,地下室 (共33层),鱼化寨,,101117551286,,雁塔,,,,18.0,,6102.0,车库,
205.4,板楼,南 北,有,高楼层 (共8层),浐河西路,集中供暖,101117551314,5室2厅1厨3卫,未央,毛坯,一梯两户,钢混结构,575.0,跃层,27995.0,普通住宅,满两年
105.84,板楼,南 北,无,高楼层 (共6层),经开南,集中供暖,101117551332,2室2厅1厨2卫,未央,其他,一梯两户,混合结构,115.0,平层,10866.0,普通住宅,满两年
123.2,板塔结合,南 北,有,低楼层 (共29层),城南,自供暖,101117551445,3室1厅1厨2卫,雁塔,简装,两梯六户,钢混结构,175.0,平层,14205.0,普通住宅,满五年
106.15,板楼,南,,中楼层 (共33层),高陵,集中供暖,101117551461,3室1厅1厨1卫,高陵,其他,一梯三户,钢混结构,120.0,平层,11305.0,普通住宅,
165.19,板楼,南 北 西,有,中楼层 (共32层),城东,集中供暖,101117551532,4室2厅1厨2卫,新城区,精装,三梯九户,钢混结构,215.0,平层,13016.0,普通住宅,未满两年
66.99,塔楼,南,有,低楼层 (共16层),矿山路,集中供暖,101117551613,3室1厅1厨2卫,灞桥,精装,两梯十四户,钢混结构,125.0,复式,18659.0,普通住宅,满两年
97.59,板楼,南,有,中楼层 (共12层),紫薇田园都市,集中供暖,101117549128,2室1厅1厨1卫,长安,精装,一梯两户,砖混结构,256.0,平层,26233.0,普通住宅,满五年
82.35,板塔结合,东南,有,高楼层 (共33层),国际港务区,集中供暖,101117549170,2室1厅1厨1卫,灞桥,精装,两梯四户,钢混结构,126.0,平层,15301.0,普通住宅,未满两年
143.6,板楼,南 北,,中楼层 (共10层),安装四处,集中供暖,101117549201,3室2厅1厨2卫,灞桥,其他,一梯两户,钢混结构,358.0,平层,24931.0,普通住宅,满两年
79.8,板塔结合,东,有,低楼层 (共33层),雁鸣湖,集中供暖,101117549204,2室1厅1厨1卫,雁塔,其他,三梯九户,钢混结构,110.0,平层,13785.0,普通住宅,未满两年
97.78,板楼,南 北,无,高楼层 (共6层),经开南,集中供暖,101117549213,3室2厅1厨1卫,未央,简装,一梯两户,钢混结构,120.0,平层,12273.0,普通住宅,满两年
117.22,板塔结合,南 北,,低楼层 (共11层),世博园,集中供暖,101117549272,5室2厅1厨2卫,灞桥,精装,一梯两户,钢混结构,328.0,复式,27982.0,普通住宅,未满两年
101.31,板楼,南,有,低楼层 (共33层),城东,集中供暖,101117549319,2室1厅1厨1卫,新城区,其他,两梯四户,钢混结构,170.0,平层,16781.0,普通住宅,未满两年
129.27,塔楼,南 北,有,中楼层 (共18层),城南,集中供暖,101117549506,3室2厅1厨2卫,雁塔,精装,两梯六户,钢混结构,182.0,平层,14080.0,普通住宅,满两年
124.86,板塔结合,南 北,,高楼层 (共31层),曲江,集中供暖,101117549509,3室1厅1厨2卫,雁塔,精装,一梯四户,钢混结构,300.0,平层,24027.0,普通住宅,未满两年
136.94,板塔结合,南 北,有,中楼层 (共33层),世博园,集中供暖,101117549565,4室2厅1厨2卫,灞桥,其他,两梯四户,钢混结构,260.0,平层,18987.0,普通住宅,满两年
79.38,塔楼,东南,有,中楼层 (共26层),城西,集中供暖,101117549585,2室1厅1厨1卫,碑林,精装,两梯十四户,框架结构,92.0,平层,11590.0,普通住宅,满五年
91.37,板塔结合,南,有,低楼层 (共33层),经开北,集中供暖,101117549608,2室2厅1厨1卫,未央,其他,两梯五户,钢混结构,159.0,平层,17402.0,普通住宅,满五年
41.31,塔楼,东,有,低楼层 (共30层),城南,集中供暖,101117549641,2室2厅1厨1卫,雁塔,其他,六梯三十八户,钢混结构,71.0,复式,17188.0,商住两用,满两年
129.21,板楼,南,有,低楼层 (共33层),高陵,集中供暖,101117549736,3室2厅1厨2卫,高陵,毛坯,两梯四户,钢混结构,135.0,平层,10449.0,普通住宅,
108.0,板塔结合,南,有,低楼层 (共33层),城南,集中供暖,101117549776,3室1厅1厨2卫,雁塔,其他,三梯八户,钢混结构,205.0,平层,18982.0,普通住宅,满五年
201.39,板楼,南 北,有,高楼层 (共29层),经开南,集中供暖,101117549796,4室2厅1厨2卫,未央,精装,两梯两户,钢混结构,450.0,平层,22345.0,普通住宅,满五年
133.03,板塔结合,南 北,有,高楼层 (共32层),城北,集中供暖,101117547733,3室1厅1厨2卫,莲湖,精装,两梯四户,框架结构,195.0,平层,14659.0,普通住宅,满两年
85.82,板塔结合,南 北,有,中楼层 (共30层),锦业路,集中供暖,101117547772,2室2厅1厨1卫,雁塔,精装,两梯三户,钢混结构,198.0,平层,23072.0,普通住宅,满五年
89.7,板塔结合,南,有,低楼层 (共33层),曲江,集中供暖,101117547803,2室2厅1厨1卫,雁塔,简装,两梯四户,框架结构,215.0,平层,23969.0,普通住宅,满五年
107.47,塔楼,东 西,有,低楼层 (共13层),城内,集中供暖,101117547840,2室1厅1厨1卫,莲湖,其他,三梯十户,框架结构,157.8,平层,14684.0,普通住宅,满五年
85.34,板塔结合,南,有,中楼层 (共34层),曲江,集中供暖,101117547924,2室2厅1厨1卫,雁塔,精装,两梯四户,钢混结构,220.0,平层,25780.0,普通住宅,满两年
80.05,板塔结合,南,有,低楼层 (共18层),矿山路,集中供暖,101117548042,2室1厅1厨1卫,灞桥,其他,一梯四户,钢混结构,125.0,平层,15616.0,普通住宅,满两年
47.76,板塔结合,北,有,中楼层 (共16层),高陵,集中供暖,101117548056,3室1厅1厨2卫,高陵,简装,两梯十一户,钢混结构,45.5,跃层,9527.0,普通住宅,满五年
125.0,板塔结合,南 北,有,低楼层 (共33层),西咸,集中供暖,101117548091,3室2厅1厨2卫,高陵,其他,一梯四户,钢混结构,125.0,平层,10000.0,普通住宅,
115.6,,南 北,,中楼层 (共4层),临潼,,101117548122,4室2厅1厨2卫,临潼,毛坯,,未知结构,185.0,,16004.0,别墅,未满两年
50.6,板楼,北,有,中楼层 (共24层),黄雁村,自供暖,101117548244,1室0厅1厨1卫,碑林,简装,两梯八户,钢混结构,75.0,平层,14823.0,普通住宅,满两年
70.46,板塔结合,南,有,中楼层 (共27层),长安,集中供暖,101117548247,2室2厅1厨1卫,长安,其他,两梯六户,框架结构,126.0,平层,17883.0,普通住宅,满两年
139.68,板塔结合,南 北,,高楼层 (共6层),临潼,集中供暖,101117548255,3室2厅1厨2卫,临潼,精装,一梯两户,砖混结构,89.0,平层,6372.0,普通住宅,满两年
102.22,板楼,南 北,有,中楼层 (共20层),曲江,集中供暖,101117548280,3室2厅1厨2卫,雁塔,精装,两梯四户,钢混结构,290.0,平层,28371.0,普通住宅,未满两年
105.61,板塔结合,东南,有,中楼层 (共33层),李家村,集中供暖,101117548299,3室1厅1厨2卫,碑林,简装,三梯六户,钢混结构,178.0,平层,16855.0,普通住宅,未满两年
238.79,板楼,南 北,有,中楼层 (共10层),曲江,集中供暖,101117548338,5室2厅1厨3卫,雁塔,毛坯,两梯两户,钢混结构,1180.0,平层,49416.0,普通住宅,满两年
52.5,,南,,低楼层 (共4层),洪庆,自供暖,101117548354,2室1厅1厨1卫,灞桥,简装,一梯三户,未知结构,48.0,平层,9143.0,普通住宅,未满两年
25.94,塔楼,南,有,高楼层 (共26层),城南,集中供暖,101117545765,1室1厅1厨1卫,雁塔,其他,两梯三十户,钢混结构,28.0,平层,10795.0,普通住宅,满两年
89.17,板塔结合,西南,有,中楼层 (共16层),浐河西路,集中供暖,101117545781,2室2厅1厨1卫,灞桥,精装,两梯四户,钢混结构,139.0,平层,15589.0,普通住宅,满五年
41.51,塔楼,南,有,中楼层 (共32层),城南,集中供暖,101117545977,1室1厅1厨1卫,雁塔,精装,五梯四十一户,钢混结构,55.0,平层,13250.0,普通住宅,满五年
180.71,板塔结合,南 北,有,中楼层 (共18层),曲江,集中供暖,101117546042,4室2厅1厨2卫,雁塔,精装,两梯两户,钢混结构,560.0,平层,30989.0,普通住宅,满两年
89.38,板楼,南 北,有,低楼层 (共11层),国际港务区,集中供暖,101117546133,3室2厅1厨1卫,未央,精装,一梯两户,钢混结构,139.0,平层,15552.0,普通住宅,满两年
110.93,板楼,南 北,有,中楼层 (共24层),长安,集中供暖,101117546135,2室2厅1厨1卫,长安,其他,两梯三户,混合结构,190.0,平层,17128.0,普通住宅,满五年
49.51,塔楼,北,有,高楼层 (共33层),矿山路,集中供暖,101117546159,1室1厅1厨1卫,未央,其他,三梯八户,钢混结构,75.5,平层,15250.0,普通住宅,满两年
171.0,,南 北,,低楼层 (共6层),西咸,集中供暖,101117546208,4室2厅1厨3卫,高陵,毛坯,,钢混结构,340.0,,19884.0,别墅,
39.98,板塔结合,南,有,中楼层 (共25层),城南,集中供暖,101117546316,1室0厅1厨1卫,雁塔,其他,三梯十九户,钢混结构,59.0,平层,14758.0,普通住宅,未满两年
86.71,板楼,南 北,有,低楼层 (共33层),长安,集中供暖,101117546326,3室1厅1厨1卫,长安,精装,两梯四户,钢混结构,180.0,平层,20759.0,普通住宅,未满两年
30.13,板楼,南,,低楼层 (共5层),城西,自供暖,101117546427,1室0厅1厨1卫,莲湖,简装,一梯一户,混合结构,26.0,平层,8630.0,普通住宅,满五年
105.74,板塔结合,南 北,有,高楼层 (共7层),国际港务区,集中供暖,101117546685,3室2厅1厨1卫,灞桥,精装,两梯两户,钢混结构,176.0,平层,16645.0,普通住宅,满两年
113.88,板塔结合,南 北,有,高楼层 (共34层),曲江,集中供暖,101117546714,3室2厅1厨2卫,雁塔,精装,两梯四户,钢混结构,249.0,平层,21866.0,普通住宅,满两年
132.64,板塔结合,南 北,有,中楼层 (共34层),城西,集中供暖,101117546920,3室2厅1厨2卫,未央,其他,三梯六户,钢混结构,240.0,平层,18095.0,普通住宅,满五年
86.44,板楼,南 北,无,地下室 (共6层),长安,,101117547027,2室2厅1厨1卫,长安,简装,一梯两户,砖混结构,90.0,平层,10412.0,普通住宅,满两年
94.3,板塔结合,东 南,有,高楼层 (共18层),高陵,集中供暖,101117547060,2室1厅1厨1卫,高陵,简装,两梯十户,钢混结构,75.0,平层,7954.0,普通住宅,
113.29,板楼,南 北,,中楼层 (共7层),唐延路,集中供暖,101117544063,3室2厅1厨1卫,雁塔,其他,一梯两户,混合结构,108.0,平层,9534.0,普通住宅,满五年
123.91,板楼,南,有,低楼层 (共34层),西咸,集中供暖,101117544165,4室4厅2厨2卫,未央,其他,两梯三户,钢混结构,210.0,平层,16948.0,普通住宅,满两年
364.31,板楼,南 北,,高楼层 (共12层),西咸,,101117544172,6室2厅2厨8卫,长安,其他,一梯两户,未知结构,950.0,跃层,26077.0,普通住宅,未满两年
142.9,板塔结合,南 北,有,中楼层 (共27层),浐河西路,集中供暖,101117544216,3室1厅1厨2卫,灞桥,精装,两梯三户,钢混结构,225.0,平层,15746.0,普通住宅,满两年
85.0,板塔结合,南,有,高楼层 (共33层),高陵,集中供暖,101117544253,2室2厅1厨1卫,高陵,毛坯,两梯四户,钢混结构,73.0,平层,8589.0,普通住宅,
154.69,板楼,南 北,有,高楼层 (共8层),城北,集中供暖,101117544260,4室2厅1厨2卫,未央,其他,一梯两户,钢混结构,263.0,平层,17002.0,普通住宅,满五年
45.93,板塔结合,南 北,无,高楼层 (共6层),南稍门,自供暖,101117544343,1室1厅1厨1卫,碑林,其他,一梯两户,砖混结构,40.0,平层,8709.0,普通住宅,满两年
113.6,板塔结合,南 北,有,中楼层 (共27层),紫薇田园都市,集中供暖,101117544417,3室2厅1厨2卫,长安,精装,两梯三户,钢混结构,230.0,平层,20247.0,普通住宅,未满两年
69.3,塔楼,西,有,高楼层 (共19层),城西,集中供暖,101117544478,3室2厅1厨1卫,莲湖,其他,六梯四十二户,框架结构,105.0,复式,15152.0,普通住宅,满五年
121.67,塔楼,南 西,有,中楼层 (共29层),城北,集中供暖,101117544481,3室2厅1厨1卫,未央,简装,三梯八户,钢混结构,125.2,平层,10291.0,普通住宅,满两年
89.08,,南,,中楼层 (共15层),城西,,101117544651,2室2厅1厨1卫,雁塔,简装,一梯四户,未知结构,123.0,平层,13808.0,普通住宅,未满两年
69.99,板塔结合,东 北,有,低楼层 (共33层),纺织城,集中供暖,101117544697,1室1厅1厨1卫,灞桥,精装,三梯八户,钢混结构,95.0,平层,13574.0,普通住宅,满两年
113.0,,南 北,,高楼层 (共20层),西咸,,101117544754,3室2厅1厨2卫,西咸新区（西安）,其他,一梯四户,未知结构,140.0,平层,12390.0,普通住宅,
112.56,板塔结合,南 北,有,中楼层 (共26层),唐延路,集中供暖,101117544777,3室2厅1厨2卫,雁塔,其他,两梯四户,钢混结构,260.0,平层,23099.0,普通住宅,满五年
123.37,板楼,南 北,有,低楼层 (共33层),长安,集中供暖,101117544835,3室2厅1厨2卫,雁塔,精装,两梯四户,钢混结构,265.0,平层,21481.0,普通住宅,满两年
47.97,板塔结合,北,有,中楼层 (共28层),浐河西路,集中供暖,101117544908,1室0厅1厨1卫,灞桥,精装,两梯六户,钢混结构,68.0,平层,14176.0,普通住宅,满五年
105.08,板塔结合,南,有,高楼层 (共34层),城西,集中供暖,101117541976,3室2厅1厨1卫,莲湖,其他,两梯四户,钢混结构,215.0,平层,20461.0,普通住宅,满两年
120.58,板楼,南 北,有,中楼层 (共25层),经开北,集中供暖,101117542052,3室2厅1厨2卫,未央,精装,两梯三户,钢混结构,217.0,平层,17997.0,普通住宅,满五年
105.3,板塔结合,南,有,高楼层 (共29层),曲江,集中供暖,101117542111,3室1厅1厨2卫,雁塔,精装,两梯四户,钢混结构,219.0,平层,20798.0,普通住宅,满两年
184.9,板塔结合,南,有,中楼层 (共14层),城南,集中供暖,101117542443,3室2厅1厨2卫,雁塔,精装,两梯六户,钢混结构,218.3,平层,11807.0,普通住宅,满五年
79.51,板楼,南,有,高楼层 (共33层),浐河西路,集中供暖,101117542469,2室2厅1厨1卫,灞桥,精装,两梯四户,钢混结构,135.0,平层,16979.0,普通住宅,满两年
25.0,,南 北,,地下室 (共34层),长安,,101117542470,,长安,,,,15.0,,6000.0,车库,
91.69,板塔结合,南 北,有,低楼层 (共26层),城西,集中供暖,101117542503,3室2厅1厨1卫,莲湖,精装,三梯八户,钢混结构,140.0,平层,15269.0,普通住宅,未满两年
94.67,板塔结合,南 北,有,中楼层 (共18层),长安,集中供暖,101117542554,3室1厅1厨1卫,长安,其他,两梯三户,钢混结构,163.0,平层,17218.0,普通住宅,满五年
70.96,板楼,南 北,无,中楼层 (共7层),城北,自供暖,101117542603,2室1厅1厨1卫,未央,其他,一梯三户,混合结构,76.0,平层,10711.0,普通住宅,未满两年
103.96,板塔结合,南 北,有,高楼层 (共25层),城北,集中供暖,101117542628,3室2厅1厨1卫,莲湖,精装,两梯十户,框架结构,105.0,平层,10101.0,普通住宅,满五年
40.01,板塔结合,南,有,高楼层 (共30层),城南,集中供暖,101117542683,1室1厅1厨1卫,雁塔,精装,两梯十户,钢混结构,70.0,平层,17496.0,普通住宅,满五年
143.65,板楼,南 北,有,低楼层 (共18层),浐河西路,集中供暖,101117542732,4室2厅1厨2卫,未央,其他,两梯两户,钢混结构,300.0,平层,20885.0,普通住宅,未满两年
63.04,板塔结合,南,有,中楼层 (共25层),西咸,自供暖,101117542817,2室1厅1厨1卫,未央,其他,两梯八户,钢混结构,72.0,平层,11422.0,普通住宅,满两年
81.79,板塔结合,南,有,低楼层 (共26层),城西,自供暖,101117542898,2室1厅1厨1卫,雁塔,精装,三梯八户,钢混结构,132.0,平层,16139.0,普通住宅,满两年
86.05,板塔结合,西南,有,高楼层 (共33层),科技六路,集中供暖,101117542923,2室2厅1厨1卫,雁塔,精装,两梯四户,钢混结构,205.0,平层,23824.0,普通住宅,满两年
76.98,板塔结合,东北,有,高楼层 (共33层),城西,集中供暖,101117542992,2室1厅1厨1卫,莲湖,简装,三梯八户,钢混结构,110.0,平层,14290.0,普通住宅,满两年
66.55,板楼,西南,有,高楼层 (共33层),雁鸣湖,集中供暖,101117540413,2室1厅1厨2卫,雁塔,精装,两梯五户,钢混结构,128.0,平层,19234.0,普通住宅,满两年
91.33,板楼,南 北,无,高楼层 (共7层),城北,集中供暖,101117540432,3室1厅1厨1卫,新城区,简装,一梯两户,混合结构,69.9,平层,7654.0,普通住宅,满五年
244.44,板楼,南 北,,高楼层 (共12层),西咸,,101117540449,4室1厅1厨5卫,长安,其他,一梯两户,未知结构,630.0,平层,25774.0,普通住宅,未满两年
107.59,板塔结合,南 北,有,高楼层 (共18层),城南,集中供暖,101117540452,6室3厅1厨3卫,雁塔,简装,一梯三户,钢混结构,480.0,复式,44614.0,普通住宅,满两年
47.83,塔楼,东,有,高楼层 (共18层),城西,集中供暖,101117540479,1室1厅1厨1卫,莲湖,其他,三梯二十一户,钢混结构,90.0,跃层,18817.0,普通住宅,满两年
81.57,塔楼,北,有,中楼层 (共28层),长安,集中供暖,101117540480,2室1厅1厨1卫,长安,其他,三梯八户,钢混结构,108.0,平层,13241.0,普通住宅,未满两年
271.26,板楼,南 北,有,中楼层 (共29层),西咸,集中供暖,101117540509,4室2厅1厨4卫,西咸新区（西安）,其他,两梯两户,钢混结构,550.0,平层,20276.0,普通住宅,满两年
59.11,,南 北,无,高楼层 (共7层),城内,,101117540555,2室1厅1厨1卫,莲湖,简装,一梯两户,砖混结构,60.0,平层,10151.0,普通住宅,满五年
118.0,板塔结合,东南,有,高楼层 (共12层),高陵,集中供暖,101117540568,3室2厅1厨2卫,高陵,其他,一梯四户,钢混结构,88.0,平层,7458.0,普通住宅,
34.91,塔楼,东北,有,高楼层 (共27层),鱼化寨,集中供暖,101117540602,1室0厅1厨1卫,雁塔,其他,六梯二十二户,钢混结构,65.0,平层,18620.0,普通住宅,满两年
99.4,,南 北,,低楼层 (共20层),高陵,,101117540618,2室2厅1厨1卫,高陵,其他,一梯四户,未知结构,82.0,平层,8250.0,普通住宅,
99.47,板塔结合,南,有,高楼层 (共25层),高陵,集中供暖,101117540687,3室2厅0厨0卫,高陵,其他,两梯四户,钢混结构,100.0,平层,10054.0,普通住宅,未满两年
68.3,塔楼,南,有,低楼层 (共32层),科技六路,自供暖,101117540717,1室1厅1厨1卫,雁塔,简装,三梯十二户,钢混结构,51.0,,7468.0,商住两用,满两年
93.74,板塔结合,南,有,中楼层 (共27层),浐河西路,集中供暖,101117540731,2室1厅1厨1卫,灞桥,精装,两梯三户,钢混结构,146.0,平层,15575.0,普通住宅,未满两年
94.29,塔楼,南,有,低楼层 (共30层),城北,集中供暖,101117540782,2室1厅1厨1卫,未央,简装,三梯十户,钢混结构,107.5,平层,11401.0,普通住宅,满两年
130.26,板楼,南 北,有,低楼层 (共27层),矿山路,集中供暖,101117540814,4室2厅1厨2卫,未央,精装,两梯四户,钢混结构,270.0,平层,20728.0,普通住宅,未满两年
141.62,板塔结合,东 南 北,有,中楼层 (共30层),南稍门,集中供暖,101117538485,3室2厅1厨2卫,碑林,其他,两梯三户,框架结构,248.0,平层,17512.0,普通住宅,满五年
71.75,板塔结合,东,有,低楼层 (共31层),高新六路,集中供暖,101117538546,3室2厅1厨2卫,雁塔,简装,四梯十三户,钢混结构,140.0,复式,19513.0,普通住宅,满五年
55.94,板楼,南 北,,高楼层 (共7层),城南,集中供暖,101117538571,2室1厅1厨1卫,雁塔,精装,一梯两户,混合结构,72.0,平层,12871.0,普通住宅,满两年
69.49,板塔结合,南 北,,高楼层 (共6层),城北,自供暖,101117538599,2室2厅1厨1卫,莲湖,简装,一梯两户,砖混结构,51.0,平层,7340.0,普通住宅,满两年
46.76,塔楼,东,有,中楼层 (共20层),城西,集中供暖,101117538662,2室2厅1厨2卫,未央,精装,八梯四十三户,钢混结构,99.0,复式,21172.0,普通住宅,未满两年
45.92,板塔结合,北,有,低楼层 (共14层),经开北,集中供暖,101117538672,1室0厅0厨1卫,未央,其他,三梯十六户,钢混结构,60.0,平层,13067.0,写字楼,满五年
89.69,板塔结合,南,有,低楼层 (共33层),城西,集中供暖,101117538759,2室2厅1厨1卫,莲湖,精装,两梯四户,钢混结构,153.5,平层,17115.0,普通住宅,满两年
112.98,板楼,南 北,,低楼层 (共17层),临潼,集中供暖,101117538857,3室2厅1厨2卫,临潼,其他,一梯两户,钢混结构,100.0,平层,8852.0,普通住宅,未满两年
43.87,板楼,南 北,无,高楼层 (共5层),城西,集中供暖,101117538866,1室1厅1厨1卫,莲湖,简装,一梯五户,混合结构,32.0,平层,7295.0,普通住宅,满五年
