area,building,direction,elevator,floor,garden,heating,_id,layout,region,renovation,stairway,structure,totalPrice,type,unitPrice,usage,year
57.65,板塔结合,东南,有,低楼层 (共26层),长安,集中供暖,101117611796,1室0厅1厨1卫,长安,其他,四梯二十一户,钢混结构,82.0,平层,14224.0,普通住宅,未满两年
90.83,板楼,东南,有,高楼层 (共33层),唐延路,集中供暖,101117611840,2室1厅1厨1卫,雁塔,精装,两梯四户,钢混结构,190.0,平层,20919.0,普通住宅,满两年
106.36,板楼,南 北,无,低楼层 (共6层),长安,自供暖,101117611859,3室2厅1厨1卫,长安,简装,一梯四户,砖混结构,130.0,平层,12223.0,普通住宅,满五年
39.13,板塔结合,东,有,中楼层 (共29层),城西,集中供暖,101117611930,1室0厅1厨1卫,莲湖,其他,三梯十四户,钢混结构,67.0,平层,17123.0,普通住宅,满两年
82.42,板塔结合,南,有,高楼层 (共34层),曲江,集中供暖,101117611975,2室1厅1厨1卫,雁塔,其他,两梯四户,钢混结构,210.0,平层,25480.0,普通住宅,满两年
111.83,板塔结合,南,有,低楼层 (共33层),矿山路,集中供暖,101117612024,3室1厅1厨1卫,灞桥,其他,两梯六户,钢混结构,142.0,平层,12698.0,普通住宅,满五年
129.0,板塔结合,北 南,有,高楼层 (共32层),经开南,集中供暖,101117612088,3室2厅1厨2卫,未央,其他,两梯六户,钢混结构,189.0,平层,14652.0,普通住宅,未满两年
117.19,板楼,南 北,有,低楼层 (共24层),城北,集中供暖,101117612093,2室2厅1厨2卫,新城区,其他,两梯四户,钢混结构,175.0,平层,14934.0,普通住宅,未满两年
95.16,板塔结合,南,有,低楼层 (共25层),曲江,集中供暖,101117612170,3室2厅1厨1卫,雁塔,其他,两梯四户,钢混结构,237.0,,24906.0,普通住宅,满两年
126.64,板塔结合,南 北,有,中楼层 (共31层),浐河西路,集中供暖,101117612537,3室1厅1厨2卫,灞桥,毛坯,两梯四户,钢混结构,148.0,平层,11687.0,普通住宅,满两年
95.65,板塔结合,南,有,中楼层 (共34层),草滩,集中供暖,101117612566,2室2厅1厨1卫,未央,精装,两梯四户,钢混结构,122.0,平层,12755.0,普通住宅,未满两年
95.75,塔楼,东南,有,中楼层 (共25层),经开南,集中供暖,101117608949,2室1厅1厨1卫,未央,其他,两梯十二户,框架结构,115.0,平层,12011.0,普通住宅,满五年
117.25,板楼,南 北,有,高楼层 (共18层),城西,集中供暖,101117609018,2室2厅1厨1卫,莲湖,其他,两梯三户,钢混结构,274.0,复式,23369.0,普通住宅,未满两年
15.0,,北,,地下室 (共29层),城北,,101117609023,,未央,,,,15.0,,10000.0,车库,
88.15,板塔结合,南 北,无,中楼层 (共7层),城南,自供暖,101117609056,3室2厅1厨1卫,雁塔,其他,一梯三户,混合结构,110.0,平层,12479.0,普通住宅,满五年
138.27,塔楼,南 北,有,高楼层 (共32层),唐延路,集中供暖,101117609173,3室2厅1厨2卫,雁塔,其他,三梯十户,钢混结构,188.0,平层,13597.0,普通住宅,满五年
43.06,板塔结合,北,有,高楼层 (共32层),城南,集中供暖,101117609282,1室0厅1厨1卫,雁塔,其他,四梯十五户,钢混结构,60.0,平层,13935.0,普通住宅,满五年
33.09,塔楼,北,有,低楼层 (共22层),唐延路,集中供暖,101117609357,1室0厅1厨1卫,雁塔,精装,两梯八户,钢混结构,65.0,平层,19644.0,普通住宅,满五年
140.43,板楼,南 北,有,低楼层 (共18层),雁鸣湖,集中供暖,101117609495,4室2厅1厨2卫,雁塔,精装,两梯两户,钢混结构,270.0,平层,19227.0,普通住宅,满两年
113.48,板楼,南 北,有,中楼层 (共32层),城北,集中供暖,101117609596,3室2厅1厨2卫,未央,其他,两梯四户,钢混结构,270.0,平层,23793.0,普通住宅,满两年
143.7,板楼,南 北,,高楼层 (共6层),临潼,自供暖,101117609708,4室2厅1厨2卫,临潼,精装,一梯两户,钢混结构,230.0,平层,16006.0,普通住宅,未满两年
113.85,板塔结合,南 北,有,中楼层 (共34层),雁南,集中供暖,101117609742,3室2厅1厨2卫,雁塔,精装,两梯三户,钢混结构,290.0,平层,25473.0,普通住宅,满五年
55.16,板塔结合,南,无,高楼层 (共7层),城东,自供暖,101117609860,2室1厅1厨1卫,碑林,简装,一梯三户,砖混结构,50.0,平层,9065.0,普通住宅,满五年
76.42,,南 北,,中楼层 (共7层),临潼,,101117609863,2室1厅1厨1卫,临潼,其他,一梯两户,未知结构,45.0,平层,5889.0,普通住宅,满五年
96.0,塔楼,南 北,有,高楼层 (共24层),高陵,集中供暖,101117609909,2室1厅1厨1卫,高陵,其他,两梯四户,钢混结构,95.0,平层,9896.0,普通住宅,
26.96,,南 北,,地下室 (共34层),经开北,,101117609986,,未央,,,,16.0,,5935.0,车库,
60.53,塔楼,西 北,有,低楼层 (共29层),城西,集中供暖,101117610033,2室1厅1厨1卫,莲湖,其他,四梯十二户,钢混结构,98.0,平层,16191.0,普通住宅,满两年
72.61,,南 北,,高楼层 (共5层),南稍门,集中供暖,101117607668,2室1厅1厨1卫,碑林,其他,一梯两户,未知结构,80.0,平层,11018.0,普通住宅,满五年
78.06,板塔结合,东,有,低楼层 (共33层),曲江,集中供暖,101117607672,2室2厅1厨1卫,雁塔,其他,三梯六户,钢混结构,178.0,平层,22803.0,普通住宅,满五年
100.03,板楼,南 北,有,中楼层 (共33层),城南,集中供暖,101117607696,3室1厅1厨1卫,长安,其他,两梯四户,钢混结构,215.0,平层,21494.0,普通住宅,满两年
92.77,板塔结合,南,有,中楼层 (共27层),长安,集中供暖,101117607711,2室2厅1厨1卫,长安,精装,两梯四户,钢混结构,158.0,平层,17032.0,普通住宅,满五年
143.5,板塔结合,南 北,有,中楼层 (共17层),国际港务区,集中供暖,101117607823,4室2厅1厨1卫,灞桥,其他,两梯两户,钢混结构,328.0,平层,22858.0,普通住宅,未满两年
15.0,,南,,地下室 (共26层),城南,,101117607856,,雁塔,,,,21.0,,14000.0,车库,
76.38,板楼,南 北,,中楼层 (共6层),高新六路,集中供暖,101117607862,2室1厅1厨1卫,雁塔,简装,一梯两户,砖混结构,83.0,平层,10867.0,普通住宅,满五年
94.0,板塔结合,南,有,低楼层 (共33层),长安,集中供暖,101117607869,3室1厅1厨2卫,长安,其他,两梯两户,钢混结构,145.0,平层,15426.0,普通住宅,未满两年
98.35,板塔结合,南,有,中楼层 (共18层),经开北,集中供暖,101117607926,2室2厅1厨1卫,未央,精装,两梯九户,钢混结构,142.0,平层,14439.0,普通住宅,满五年
96.08,塔楼,南,有,高楼层 (共22层),城南,自供暖,101117607995,2室1厅1厨1卫,雁塔,其他,两梯六户,钢混结构,145.0,平层,15092.0,普通住宅,满五年
160.19,板楼,南 北,有,中楼层 (共7层),长安,集中供暖,101117608049,4室2厅1厨2卫,长安,其他,一梯两户,钢混结构,488.0,平层,30464.0,普通住宅,满两年
67.09,板塔结合,西,有,中楼层 (共32层),城西,集中供暖,101117608062,2室1厅1厨1卫,未央,精装,四梯十一户,钢混结构,90.0,平层,13415.0,普通住宅,满两年
68.21,板塔结合,西北,有,中楼层 (共32层),鱼化寨,集中供暖,101117608064,2室1厅1厨1卫,雁塔,精装,两梯六户,钢混结构,136.0,平层,19939.0,普通住宅,满两年
141.82,板楼,南 北,有,低楼层 (共24层),浐河西路,集中供暖,101117608161,3室1厅1厨2卫,灞桥,其他,两梯三户,钢混结构,300.0,平层,21154.0,普通住宅,满五年
108.87,板塔结合,南 北,有,中楼层 (共33层),城南,集中供暖,101117608249,2室2厅1厨2卫,雁塔,精装,三梯八户,钢混结构,180.0,平层,16534.0,普通住宅,满五年
51.39,塔楼,西,有,中楼层 (共31层),鱼化寨,集中供暖,101117608262,1室0厅1厨1卫,雁塔,精装,四梯二十户,钢混结构,85.0,平层,16541.0,普通住宅,满两年
100.14,板塔结合,南,有,高楼层 (共31层),临潼,集中供暖,101117606326,3室1厅1厨1卫,临潼,其他,两梯四户,框架结构,93.0,平层,9287.0,普通住宅,满两年
145.55,板塔结合,南 北,有,高楼层 (共33层),城南,集中供暖,101117606355,3室2厅1厨2卫,雁塔,精装,两梯四户,钢混结构,330.0,平层,22673.0,普通住宅,满五年
84.17,塔楼,西南,有,中楼层 (共24层),经开南,集中供暖,101117606358,2室1厅1厨1卫,未央,其他,三梯八户,钢混结构,102.0,平层,12119.0,普通住宅,满五年
95.7,板塔结合,南 北,有,低楼层 (共18层),高陵,集中供暖,101117606367,3室2厅1厨1卫,高陵,毛坯,一梯一户,钢混结构,85.0,平层,8882.0,普通住宅,未满两年
85.51,板楼,东南 南,有,中楼层 (共19层),城东,集中供暖,101117606404,2室1厅1厨1卫,新城区,其他,两梯四户,钢混结构,110.0,平层,12864.0,普通住宅,满五年
125.81,板塔结合,南 北,有,中楼层 (共27层),半坡立交,集中供暖,101117606493,3室2厅1厨2卫,灞桥,精装,两梯六户,钢混结构,149.5,平层,11883.0,普通住宅,满五年
52.48,塔楼,东,有,低楼层 (共22层),高新四路,集中供暖,101117606509,1室0厅1厨1卫,雁塔,简装,四梯十五户,框架结构,60.0,平层,11433.0,普通住宅,满五年
58.82,塔楼,南,有,中楼层 (共19层),城西,集中供暖,101117606524,2室2厅1厨2卫,莲湖,精装,六梯四十二户,框架结构,90.0,复式,15301.0,普通住宅,满五年
81.62,板塔结合,南 北,无,低楼层 (共8层),黄雁村,自供暖,101117606585,2室1厅1厨1卫,碑林,简装,一梯三户,框架结构,90.0,平层,11027.0,普通住宅,未满两年
182.9,板楼,南 北,有,中楼层 (共11层),城北,集中供暖,101117606645,4室2厅1厨2卫,未央,其他,一梯两户,钢混结构,232.0,平层,12685.0,普通住宅,满五年
93.32,板楼,南,有,低楼层 (共21层),安装四处,集中供暖,101117606647,3室1厅1厨1卫,灞桥,精装,两梯四户,钢混结构,189.0,平层,20253.0,普通住宅,满两年
152.2,板塔结合,南 北,有,高楼层 (共9层),曲江,集中供暖,101117606690,4室1厅1厨1卫,雁塔,其他,两梯两户,钢混结构,450.0,平层,29567.0,普通住宅,满两年
111.73,板楼,南 北,无,高楼层 (共5层),国际港务区,集中供暖,101117606812,3室2厅1厨1卫,灞桥,简装,一梯两户,砖木结构,102.0,错层,9130.0,普通住宅,未满两年
77.63,板楼,南 北,,中楼层 (共6层),城东,集中供暖,101117606826,3室1厅1厨1卫,雁塔,其他,一梯两户,混合结构,195.0,平层,25120.0,普通住宅,满五年
119.98,板塔结合,南 北,有,低楼层 (共26层),城北,集中供暖,101117606844,3室1厅1厨2卫,未央,简装,两梯四户,钢混结构,140.0,平层,11669.0,普通住宅,满五年
87.45,塔楼,南,有,高楼层 (共33层),城北,集中供暖,101117606943,2室2厅1厨1卫,新城区,精装,三梯八户,钢混结构,124.0,平层,14180.0,普通住宅,满两年
140.34,板楼,南 北,有,高楼层 (共18层),广泰门,集中供暖,101117604801,4室1厅1厨2卫,未央,精装,两梯两户,混合结构,200.0,平层,14252.0,普通住宅,未满两年
131.1,板塔结合,南 北,有,高楼层 (共32层),经开北,集中供暖,101117604864,3室2厅1厨2卫,未央,其他,两梯四户,钢混结构,270.0,平层,20595.0,普通住宅,满两年
20.0,,北,,地下室 (共29层),经开北,,101117604900,,未央,,,,17.0,,8500.0,车库,
75.5,板楼,南,有,高楼层 (共26层),长安,自供暖,101117604956,2室2厅1厨1卫,长安,精装,两梯四户,框架结构,112.0,平层,14835.0,普通住宅,满两年
54.51,塔楼,东南 南,有,中楼层 (共32层),城北,集中供暖,101117605122,1室1厅1厨1卫,未央,精装,三梯十二户,钢混结构,83.5,平层,15319.0,普通住宅,未满两年
93.05,板塔结合,北 南,有,中楼层 (共34层),经开北,集中供暖,101117605143,3室1厅1厨1卫,未央,简装,两梯四户,钢混结构,154.5,平层,16604.0,普通住宅,满五年
97.9,板塔结合,南,有,高楼层 (共33层),长安,集中供暖,101117605152,3室2厅1厨1卫,长安,其他,两梯四户,钢混结构,185.0,平层,18897.0,普通住宅,未满两年
96.59,板塔结合,西南,有,中楼层 (共17层),城西,集中供暖,101117605185,2室1厅1厨1卫,莲湖,精装,两梯六户,钢混结构,158.0,平层,16358.0,普通住宅,满两年
92.28,板楼,南 北,,中楼层 (共6层),城南,集中供暖,101117605332,3室1厅1厨1卫,雁塔,简装,一梯两户,砖混结构,100.0,平层,10837.0,普通住宅,未满两年
94.72,板楼,南 北,有,低楼层 (共33层),雁鸣湖,集中供暖,101117605434,2室2厅1厨1卫,雁塔,毛坯,两梯三户,钢混结构,145.0,平层,15309.0,普通住宅,未满两年
69.55,板楼,南,有,低楼层 (共33层),高陵,集中供暖,101117605449,2室1厅1厨1卫,高陵,毛坯,两梯六户,钢混结构,60.0,平层,8627.0,普通住宅,
288.32,板楼,南 北,有,低楼层 (共6层),曲江,集中供暖,101117605517,4室1厅1厨4卫,雁塔,其他,两梯两户,钢混结构,1430.0,平层,49598.0,普通住宅,满五年
65.77,板塔结合,南,有,低楼层 (共33层),雁鸣湖,集中供暖,101117605603,1室2厅1厨1卫,雁塔,其他,两梯四户,钢混结构,120.0,平层,18246.0,普通住宅,满两年
38.02,塔楼,北,有,中楼层 (共26层),高新三小,集中供暖,101117605622,1室0厅1厨1卫,雁塔,精装,四梯十八户,框架结构,125.0,平层,32878.0,普通住宅,满五年
124.83,板塔结合,南 北,有,高楼层 (共26层),城西,自供暖,101117605654,3室1厅1厨2卫,未央,其他,两梯四户,钢混结构,168.0,平层,13459.0,普通住宅,满两年
44.95,板塔结合,北,有,低楼层 (共16层),高陵,集中供暖,101117605658,2室2厅1厨2卫,高陵,其他,两梯十一户,钢混结构,50.0,复式,11124.0,普通住宅,满五年
123.99,板塔结合,南 北,,中楼层 (共5层),经开南,集中供暖,101117603119,3室2厅1厨2卫,未央,其他,一梯两户,砖混结构,175.0,平层,14115.0,普通住宅,满两年
71.1,板塔结合,东,有,中楼层 (共30层),城南,自供暖,101117603153,2室2厅1厨1卫,雁塔,简装,两梯十户,钢混结构,93.0,平层,13081.0,普通住宅,未满两年
43.16,板塔结合,东南,有,中楼层 (共30层),城南,自供暖,101117603162,1室1厅1厨1卫,雁塔,其他,两梯十户,钢混结构,53.0,平层,12280.0,普通住宅,未满两年
93.1,板塔结合,南,有,低楼层 (共26层),城南,集中供暖,101117603183,2室2厅1厨1卫,雁塔,其他,两梯六户,钢混结构,138.0,平层,14823.0,普通住宅,未满两年
54.51,塔楼,北,有,低楼层 (共33层),城北,集中供暖,101117603238,1室1厅1厨1卫,未央,精装,三梯十二户,钢混结构,80.0,平层,14677.0,普通住宅,满五年
24.9,板塔结合,东,有,高楼层 (共16层),高陵,集中供暖,101117603298,1室1厅1厨1卫,高陵,简装,两梯十二户,钢混结构,23.0,复式,9237.0,普通住宅,满五年
106.2,板塔结合,南 北,有,高楼层 (共32层),经开南,集中供暖,101117603307,2室2厅1厨1卫,未央,精装,三梯八户,钢混结构,140.0,平层,13183.0,普通住宅,满两年
54.23,板塔结合,南,有,高楼层 (共22层),太白南路,集中供暖,101117603317,1室1厅1厨1卫,雁塔,简装,三梯十一户,框架结构,93.0,平层,17150.0,普通住宅,满五年
127.03,板塔结合,南,有,高楼层 (共18层),曲江,集中供暖,101117603336,3室2厅1厨2卫,长安,其他,两梯三户,钢混结构,240.0,平层,18894.0,普通住宅,满五年
63.63,板楼,南 北,无,中楼层 (共7层),经开南,集中供暖,101117603351,2室2厅1厨1卫,未央,简装,一梯三户,混合结构,76.0,平层,11945.0,普通住宅,满五年
118.98,板楼,南 北,,中楼层 (共31层),草滩,集中供暖,101117603372,3室2厅1厨2卫,未央,简装,一梯四户,未知结构,187.0,平层,15717.0,普通住宅,未满两年
252.21,板楼,东 西,有,中楼层 (共8层),城北,集中供暖,101117603442,5室2厅1厨3卫,新城区,精装,两梯两户,钢混结构,766.0,平层,30372.0,普通住宅,未满两年
87.34,板塔结合,西南,有,低楼层 (共34层),城北,集中供暖,101117603483,3室1厅1厨1卫,未央,毛坯,两梯五户,钢混结构,139.0,平层,15915.0,普通住宅,未满两年
110.2,板楼,南 北,有,中楼层 (共33层),长安,集中供暖,101117603626,3室2厅1厨1卫,长安,精装,两梯四户,钢混结构,195.0,平层,17696.0,普通住宅,满两年
46.5,塔楼,南,有,高楼层 (共31层),锦业路,集中供暖,101117603668,1室1厅1厨1卫,雁塔,精装,五梯二十二户,钢混结构,76.0,平层,16345.0,商住两用,未满两年
106.71,板塔结合,东南 南,有,中楼层 (共33层),经开北,集中供暖,101117603844,3室1厅1厨1卫,未央,其他,两梯五户,钢混结构,175.0,平层,16400.0,普通住宅,满两年
61.69,塔楼,东,有,高楼层 (共25层),经开北,集中供暖,101117601466,2室1厅1厨1卫,未央,其他,两梯十四户,钢混结构,80.0,平层,12969.0,普通住宅,满两年
124.26,板楼,南 北,有,中楼层 (共33层),西咸,集中供暖,101117601467,3室2厅1厨2卫,长安,其他,两梯四户,钢混结构,225.0,平层,18108.0,普通住宅,满两年
20.0,,南,,地下室 (共9层),城南,,101117601473,,雁塔,,,,18.0,,9000.0,车库,
89.71,板塔结合,南,有,低楼层 (共15层),矿山路,集中供暖,101117601532,2室2厅1厨1卫,未央,其他,两梯四户,钢混结构,126.0,平层,14046.0,普通住宅,未满两年
137.2,板塔结合,南 北,有,低楼层 (共18层),高陵,,101117601645,3室1厅1厨2卫,高陵,其他,两梯三户,钢混结构,110.0,平层,8018.0,普通住宅,
118.9,板塔结合,南 北,有,低楼层 (共33层),长安,集中供暖,101117601831,3室2厅1厨2卫,长安,其他,两梯四户,砖混结构,215.0,平层,18083.0,普通住宅,未满两年
96.78,,南 北,,高楼层 (共33层),西咸,,101117601863,2室2厅1厨1卫,长安,其他,一梯四户,未知结构,143.0,平层,14776.0,普通住宅,未满两年
144.23,板楼,南 北,有,高楼层 (共33层),高新四路,集中供暖,101117601913,3室2厅1厨2卫,莲湖,精装,两梯两户,钢混结构,370.0,平层,25654.0,普通住宅,满两年
144.33,板楼,北 南,,中楼层 (共9层),长安,集中供暖,101117601912,4室2厅1厨2卫,长安,其他,一梯两户,钢混结构,310.0,平层,21479.0,普通住宅,未满两年
52.85,板楼,北,有,高楼层 (共33层),经开南,集中供暖,101117601939,1室1厅1厨1卫,未央,其他,三梯八户,钢混结构,70.0,平层,13246.0,普通住宅,满两年
131.93,塔楼,西南,有,中楼层 (共30层),高新六路,集中供暖,101117601951,3室2厅1厨2卫,雁塔,其他,四梯九户,钢混结构,180.0,平层,13644.0,普通住宅,满五年
129.25,塔楼,南 北,有,中楼层 (共17层),西咸,集中供暖,101117602118,3室2厅1厨2卫,西咸新区（西安）,其他,两梯两户,钢混结构,215.0,平层,16635.0,普通住宅,未满两年
92.49,板塔结合,南 北,有,低楼层 (共14层),曲江,集中供暖,101117602128,2室2厅1厨1卫,雁塔,毛坯,两梯四户,钢混结构,203.0,平层,21949.0,普通住宅,满五年
88.99,塔楼,西南,有,低楼层 (共27层),城西,集中供暖,101117602315,2室1厅1厨1卫,莲湖,其他,两梯八户,框架结构,135.0,平层,15171.0,普通住宅,满两年
74.91,板塔结合,北 东北,有,中楼层 (共30层),北客站,集中供暖,101117602516,2室1厅1厨1卫,未央,精装,三梯十户,钢混结构,100.0,平层,13350.0,普通住宅,未满两年
126.28,板塔结合,南 北,有,低楼层 (共34层),曲江,集中供暖,101117602539,4室2厅1厨2卫,雁塔,其他,两梯两户,钢混结构,350.0,复式,27717.0,普通住宅,未满两年
55.99,塔楼,南,有,高楼层 (共19层),逸翠园,集中供暖,101117599900,1室0厅0厨1卫,雁塔,精装,九梯六十四户,钢混结构,160.0,复式,28577.0,商住两用,满两年
85.4,板楼,东南,有,低楼层 (共34层),城西,集中供暖,101117599919,2室2厅1厨1卫,莲湖,其他,两梯四户,钢混结构,142.0,平层,16628.0,普通住宅,满五年
124.94,板楼,南 北,有,中楼层 (共11层),城北,自供暖,101117599922,3室1厅1厨2卫,新城区,其他,一梯两户,框架结构,162.0,平层,12967.0,普通住宅,满五年
99.24,板楼,南 北,无,低楼层 (共6层),城北,自供暖,101117599937,2室2厅1厨2卫,未央,简装,一梯两户,钢混结构,105.0,平层,10581.0,普通住宅,满五年
41.5,板塔结合,东,有,低楼层 (共34层),高新三小,集中供暖,101117600005,1室0厅1厨1卫,雁塔,精装,七梯二十七户,钢混结构,110.0,平层,26507.0,商住两用,满两年
93.4,板塔结合,南,有,中楼层 (共31层),陕西大会堂,集中供暖,101117600066,2室2厅1厨1卫,雁塔,其他,两梯七户,钢混结构,193.0,平层,20664.0,普通住宅,满两年
107.1,板塔结合,南 北,有,中楼层 (共33层),城西,集中供暖,101117600079,3室2厅1厨2卫,莲湖,精装,四梯十六户,钢混结构,145.0,平层,13539.0,普通住宅,未满两年
125.24,板塔结合,南 北,有,低楼层 (共18层),未央湖,集中供暖,101117600179,3室2厅1厨2卫,未央,其他,两梯五户,钢混结构,135.0,平层,10780.0,普通住宅,满两年
87.15,板塔结合,南,有,高楼层 (共33层),城西,集中供暖,101117600183,2室1厅1厨1卫,雁塔,精装,三梯六户,钢混结构,128.0,平层,14688.0,普通住宅,未满两年
90.93,塔楼,东北,有,中楼层 (共23层),紫薇田园都市,集中供暖,101117600208,2室2厅1厨1卫,长安,精装,两梯五户,钢混结构,115.0,平层,12648.0,普通住宅,满五年
124.4,板塔结合,南,,高楼层 (共6层),高陵,集中供暖,101117600231,3室2厅1厨1卫,高陵,其他,一梯两户,砖混结构,86.0,平层,6914.0,普通住宅,满两年
88.93,板塔结合,南 北,有,中楼层 (共33层),陕西大会堂,集中供暖,101117600285,2室2厅1厨1卫,雁塔,精装,两梯四户,钢混结构,210.0,平层,23615.0,普通住宅,满两年
98.46,板塔结合,西 南,有,低楼层 (共18层),黄雁村,集中供暖,101117600380,2室2厅1厨1卫,碑林,简装,两梯六户,钢混结构,168.0,平层,17063.0,普通住宅,满五年
122.79,塔楼,南 北,有,高楼层 (共39层),经开北,集中供暖,101117600390,3室1厅1厨2卫,未央,其他,两梯四户,钢混结构,268.0,平层,21826.0,普通住宅,满两年
98.35,板楼,南,,高楼层 (共28层),雁鸣湖,集中供暖,101117600497,3室2厅1厨1卫,灞桥,其他,一梯四户,钢混结构,175.0,平层,17794.0,普通住宅,未满两年
99.11,板楼,南 北,有,低楼层 (共34层),鱼化寨,集中供暖,101117600540,3室2厅1厨1卫,雁塔,其他,两梯四户,框架结构,189.0,平层,19070.0,普通住宅,未满两年
93.11,板塔结合,南,有,中楼层 (共34层),曲江,集中供暖,101117598433,3室2厅1厨1卫,雁塔,毛坯,两梯四户,钢混结构,215.0,平层,23091.0,普通住宅,满两年
90.69,板楼,南 北,有,高楼层 (共18层),城北,集中供暖,101117598500,2室1厅1厨1卫,未央,其他,两梯三户,钢混结构,135.0,平层,14886.0,普通住宅,满两年
53.04,塔楼,北,有,中楼层 (共20层),唐延路,自供暖,101117598651,1室1厅1厨1卫,雁塔,精装,两梯九户,钢混结构,93.0,平层,17534.0,普通住宅,满两年
99.33,板塔结合,南,有,高楼层 (共32层),曲江,集中供暖,101117598749,3室2厅1厨1卫,雁塔,精装,两梯四户,钢混结构,235.0,平层,23659.0,普通住宅,未满两年
107.16,板楼,南,有,高楼层 (共11层),浐河西路,集中供暖,101117598777,3室2厅1厨2卫,灞桥,精装,两梯三户,钢混结构,189.0,平层,17638.0,普通住宅,满两年
114.68,板楼,南 北,有,中楼层 (共33层),经开北,集中供暖,101117598788,3室2厅1厨2卫,未央,其他,两梯四户,钢混结构,183.0,平层,15958.0,普通住宅,未满两年
30.0,,南 北,,地下室 (共33层),唐延路,,101117598823,,雁塔,,,,23.0,,7667.0,车库,
76.11,塔楼,西北,有,中楼层 (共32层),城西,集中供暖,101117598833,2室1厅1厨1卫,碑林,精装,两梯七户,框架结构,98.0,平层,12877.0,普通住宅,满两年
123.51,塔楼,南,有,低楼层 (共28层),长安,集中供暖,101117598931,3室2厅1厨2卫,长安,精装,两梯六户,钢混结构,165.0,平层,13360.0,普通住宅,满两年
30.0,,南 北,,地下室 (共33层),唐延路,,101117598967,,雁塔,,,,23.0,,7667.0,车库,
117.66,板塔结合,南 北,有,高楼层 (共33层),城西,集中供暖,101117598990,3室2厅1厨2卫,莲湖,精装,两梯四户,钢混结构,258.0,平层,21928.0,普通住宅,未满两年
106.65,板塔结合,南 北,有,高楼层 (共33层),北客站,集中供暖,101117599000,3室1厅1厨2卫,未央,其他,两梯五户,钢混结构,158.0,平层,14815.0,普通住宅,满两年
165.22,板塔结合,南 西 北,有,高楼层 (共23层),城西,自供暖,101117599009,4室2厅1厨2卫,莲湖,精装,两梯六户,框架结构,285.0,平层,17250.0,普通住宅,满五年
104.34,板楼,南 北,有,中楼层 (共6层),城北,自供暖,101117599028,2室2厅1厨2卫,未央,其他,一梯四户,混合结构,140.0,平层,13418.0,普通住宅,满五年
30.0,,南 北,,地下室 (共33层),唐延路,,101117599138,,雁塔,,,,23.0,,7667.0,车库,
36.54,塔楼,西,有,低楼层 (共29层),经开南,集中供暖,101117599139,1室0厅0厨1卫,未央,其他,五梯二十一户,钢混结构,32.0,平层,8758.0,商住两用,满五年
107.86,板楼,南,有,中楼层 (共26层),城西,集中供暖,101117596478,2室1厅1厨1卫,莲湖,精装,两梯五户,钢混结构,253.0,平层,23457.0,普通住宅,满五年
44.45,塔楼,南,有,中楼层 (共18层),城西,集中供暖,101117596629,2室1厅1厨2卫,未央,其他,两梯二十八户,钢混结构,85.0,复式,19123.0,普通住宅,满五年
38.61,塔楼,南,有,中楼层 (共31层),城西,集中供暖,101117596667,1室0厅1厨1卫,莲湖,简装,八梯五十一户,钢混结构,29.0,平层,7512.0,商住两用,满五年
15.0,,南,,地下室 (共33层),高新三小,,101117596703,,雁塔,,,,24.0,,16000.0,车库,
56.41,塔楼,南 西,有,中楼层 (共33层),经开北,集中供暖,101117596723,1室1厅1厨1卫,未央,精装,三梯九户,钢混结构,86.0,平层,15246.0,普通住宅,满五年
38.61,塔楼,南,有,中楼层 (共31层),城西,集中供暖,101117596743,1室0厅1厨1卫,莲湖,其他,八梯五十一户,钢混结构,29.0,平层,7512.0,商住两用,满五年
94.52,板塔结合,南,有,低楼层 (共27层),临潼,集中供暖,101117596816,2室2厅1厨1卫,临潼,毛坯,两梯六户,框架结构,85.0,平层,8993.0,普通住宅,未满两年
94.89,板塔结合,南 北,有,低楼层 (共27层),高新三小,集中供暖,101117596833,2室2厅1厨1卫,雁塔,精装,两梯四户,钢混结构,195.5,平层,20603.0,普通住宅,满五年
125.1,板楼,南 北,有,低楼层 (共19层),城南,集中供暖,101117596870,3室1厅1厨2卫,雁塔,其他,一梯两户,钢混结构,259.0,平层,20704.0,普通住宅,满两年
113.97,板塔结合,南 北,有,高楼层 (共18层),广泰门,集中供暖,101117597045,3室2厅1厨2卫,未央,简装,两梯两户,钢混结构,260.0,平层,22814.0,普通住宅,满两年
120.91,塔楼,东 东南 北,有,中楼层 (共26层),长安,集中供暖,101117597203,3室1厅1厨2卫,长安,精装,两梯七户,钢混结构,180.0,平层,14888.0,普通住宅,未满两年
54.47,塔楼,西,有,高楼层 (共15层),高新六路,集中供暖,101117597316,2室1厅1厨1卫,雁塔,其他,两梯十二户,钢混结构,80.0,平层,14687.0,普通住宅,满五年
192.92,板塔结合,南 东南,有,高楼层 (共27层),经开南,集中供暖,101117597443,4室2厅1厨2卫,未央,其他,四梯九户,砖混结构,192.0,平层,9953.0,普通住宅,满五年
153.51,板楼,南 北,有,高楼层 (共27层),浐河西路,集中供暖,101117597523,4室2厅1厨2卫,灞桥,其他,两梯两户,钢混结构,289.8,平层,18879.0,普通住宅,未满两年
74.46,板塔结合,东 北,,高楼层 (共6层),纺织城,集中供暖,101117597547,2室2厅1厨1卫,灞桥,简装,一梯三户,混合结构,78.0,平层,10476.0,普通住宅,未满两年
